year,date,section_id,text,fallacy,subcategory,speaker,complete_date,filename,component_id,component_span,component_text
2000,17Oct,12,"I'm against quotas. This is, with all due respect, Governor, that's a red herring.",Ad Hominem,"Name-Calling, Labeling",GORE,17 10 2000,28_2000,T185,66963 66981,I'm against quotas
2016,26Sep,3,the whole racist birther lie,Ad Hominem,"Name-Calling, Labeling",CLINTON,26 9 2016,41_2016,T627,58756 58940,"as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed"
2016,26Sep,3,this racist lie,Ad Hominem,"Name-Calling, Labeling",CLINTON,26 9 2016,41_2016,T629,58981 59109,He has really started his political activity based on this racist lie that our first black president was not an American citizen
2016,26Sep,3,the birther lie,Ad Hominem,"Name-Calling, Labeling",CLINTON,26 9 2016,41_2016,T634,59731 59769,the birther lie was a very hurtful one
2016,26Sep,1,trumped-up trickle-down,Ad Hominem,"Name-Calling, Labeling",CLINTON,26 9 2016,41_2016,T72,7169 7202,I call it trumped-up trickle-down
2004,13Oct,10,"One, he clearly has a litmus test for his judges, which I disagree with.",Ad Hominem,"Name-Calling, Labeling",BUSH,13 10 2004,32_2004,T116,59095 59138,he clearly has a litmus test for his judges
2016,09Oct,3,many criminal illegal aliens,Ad Hominem,"Name-Calling, Labeling",TRUMP,9 10 2016,42_2016,T351,40888 40973,"in terms of having people come into our country, we have many criminal illegal aliens"
2016,09Oct,3,"they’re murderers, drug lords, drug problems",Ad Hominem,"Name-Calling, Labeling",TRUMP,9 10 2016,42_2016,T353,41063 41122,"In some cases, they're murderers, drug lords, drug problems"
2016,09Oct,3,They’re murderers and some very bad people.And,Ad Hominem,"Name-Calling, Labeling",TRUMP,9 10 2016,42_2016,T357,41330 41373;41374 41598,"They're murderers and some very bad people.And I will tell you very strongly, when Bernie Sanders said she had bad judgment, she has really bad judgment, because we are letting people into this country that are going to cause problems and crime like you've never seen"
1960,21Oct,1,"the most ruthless, fanatical... leaders that the world has ever seen",Ad Hominem,"Name-Calling, Labeling",NIXON,21 10 1960,4_1960,T36,5444 5532,"we are dealing with the most ruthless, fanatical... leaders that the world has ever seen"
1996,06Oct,8,"So it seems to me that we can talk about what we call Kenny, the great exaggerator. He just liked to make it sound exager, a little better, made him feel better.",Ad Hominem,"Name-Calling, Labeling",DOLE,6 10 1996,22_1996,T367,14318 14324,we can
2008,26Sep,1,the evils,Ad Hominem,"Name-Calling, Labeling",MCCAIN,26 9 2008,33_2008,T98,12576 12629,the evils of this earmarking and pork-barrel spending
2016,26Sep,4,"I said, there's a person with a temperament that's got a problem.",Ad Hominem,"Name-Calling, Labeling",TRUMP,26 9 2016,41_2016,T833,78201 78265,"I said, there’s a person with a temperament that’s got a problem"
2016,26Sep,4,his cavalier attitude,Ad Hominem,"Name-Calling, Labeling",CLINTON,26 9 2016,41_2016,T857,80564 80630,his cavalier attitude about nuclear weapons is so deeply troubling
2016,26Sep,2,the King of Debt,Ad Hominem,"Name-Calling, Labeling",CLINTON,26 9 2016,41_2016,T395,38664 38698,You call yourself the King of Debt
1988,25Sep,2,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",Ad Hominem,"Name-Calling, Labeling",DUKAKIS,25 9 1988,13_1988,T331,12750 12801,he's going to be the Joe Isuzu of American politics
2008,15Oct,3,an old washed-up terrorist,Ad Hominem,"Name-Calling, Labeling",MCCAIN,15 10 2008,36_2008,T306,34703 34748,I don't care about an old washed-up terrorist
2016,19Oct,5,a liar,Ad Hominem,"Name-Calling, Labeling",CLINTON,19 10 2016,43_2016,T138,16583 16639,she's been proven to be a liar on so many different ways
1984,21Oct,4,"I am not going to exploit, for political purposes, my opponent's youth and inexperience.",Ad Hominem,"Name-Calling, Labeling",REAGAN,21 10 1984,12_1984,T284,30798 30885,"I am not going to exploit, for political purposes, my opponent's youth and inexperience"
1988,25Sep,7,This is the problem I have with the big spending liberals.,Ad Hominem,"Name-Calling, Labeling",BUSH,25 9 1988,13_1988,T776,50481 50538,This is the problem I have with the big spending liberals
1996,06Oct,6,"Again, well it's, you are very selective, Mr. President.",Ad Hominem,"Name-Calling, Labeling",DOLE,6 10 1996,22_1996,T342,28495 28532,"you are very selective, Mr. President"
2020,22Oct,1,xenophobic,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,T9,9016 9032,he is xenophobic
2020,22Oct,1,he is xenophobic,Ad Hominem,"Name-Calling, Labeling",BIDEN,22 10 2020,45_2020,T9,9016 9032,he is xenophobic
2020,22Oct,1,racist,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,T280,58591 58703,"This is a president who has used everything as a dog whistle, to try to generate racist hatred, racist division."
2020,22Oct,1,Democrat,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,T22,7431 7468,"Right now, I am the Democratic Party."
2020,22Oct,2,buddy,Ad Hominem,"Name-Calling, Labeling",BIDEN,22 10 2020,45_2020,T529,57344 57392,"my old buddy, Joe, Joe the plumber, is out there"
2020,22Oct,2,Russian pawn,Ad Hominem,"Name-Calling, Labeling",BIDEN,22 10 2020,45_2020,T53,25776 25810,He's being used as a Russian pawn.
2020,22Oct,2,big man,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,T65,31117 31145,"You're the big man, I think."
2020,22Oct,2,vacuum cleaner,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,,,
2020,22Oct,2,thugs,Ad Hominem,"Name-Calling, Labeling",BIDEN,22 10 2020,45_2020,T556,46621 46711,in this case we can't enhance the penalty any more than putting those three thugs to death
2020,22Oct,4,super predators,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,,,
2020,22Oct,4,baby,Ad Hominem,"Name-Calling, Labeling",TRUMP,22 10 2020,45_2020,T659,39429 39489,"we lost a baby, lived about twenty minutes after it was born"
2020,22Oct,4,laptop from hell,Ad Hominem,"Name-Calling, Labeling",,22 10 2020,45_2020,,,
2020,29Sep,1,old buddy,Ad Hominem,"Name-Calling, Labeling",,29 9 2020,46_2020,T529,57344 57392,"my old buddy, Joe, Joe the plumber, is out there"
2020,29Sep,1,liar,Ad Hominem,"Name-Calling, Labeling",,29 9 2020,46_2020,T55,14090 14118,Everybody knows he's a liar.
2020,29Sep,1,liar,Ad Hominem,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,T55,14090 14118,Everybody knows he's a liar.
2020,29Sep,2,disaster,Ad Hominem,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,T7,8385 8408,it was a total disaster
2020,29Sep,3,irresponsible,Ad Hominem,"Name-Calling, Labeling",BIDEN,29 9 2020,46_2020,T169,36591 36736,"He's been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to."
2020,29Sep,4,clown,Ad Hominem,"Name-Calling, Labeling",BIDEN,29 9 2020,46_2020,,,
2020,29Sep,5,racist,Ad Hominem,"Name-Calling, Labeling",,29 9 2020,46_2020,T17,13271 13304,"I think he called me racist, even"
2020,29Sep,5,Putin’s puppy,Ad Hominem,"Name-Calling, Labeling",BIDEN,29 9 2020,46_2020,T390,79899 79918,He's Putin's puppy.
2020,29Sep,5,old slugs,Ad Hominem,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,,,
2020,29Sep,6,disaster,Ad Hominem,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,T7,8385 8408,it was a total disaster
2020,29Sep,6,disgrace,Ad Hominem,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,T314,80113 80128,it's a disgrace
2020,7Oct,4,cheerleader,Ad Hominem,"Name-Calling, Labeling",PENCE,7 10 2020,44_2020,T75,43452 43542,Joe Biden has been a cheerleader for Communist China through over the last several decades
2020,7Oct,5,dictators,Ad Hominem,"Name-Calling, Labeling",HARRIS,7 10 2020,44_2020,T595,66492 66584,What explains this administration cozying up to the Argentine dictators after they took over
2020,7Oct,7,white supremacists,Ad Hominem,"Name-Calling, Labeling",,7 10 2020,44_2020,T117,73373 73502,the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists
2020,7Oct,7,rapists,Ad Hominem,"Name-Calling, Labeling",HARRIS,7 10 2020,44_2020,T262,81452 81557,He started off his campaign coming down the escalator saying he's gonna get rid of those Mexican rapists.
2020,7Oct,7,criminals,Ad Hominem,"Name-Calling, Labeling",HARRIS,7 10 2020,44_2020,T8,2965 3173,"I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents"
2020,7Oct,7,neo-Nazis,Ad Hominem,"Name-Calling, Labeling",HARRIS,7 10 2020,44_2020,,,
2020,7Oct,7,anti semitic slurs,Ad Hominem,"Name-Calling, Labeling",HARRIS,7 10 2020,44_2020,,,
2020,7Oct,7,neo-Nazis,Ad Hominem,"Name-Calling, Labeling",PENCE,7 10 2020,44_2020,,,
2020,7Oct,7,white supremacists,Ad Hominem,"Name-Calling, Labeling",PENCE,7 10 2020,44_2020,T117,73373 73502,the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists
2020,22Oct,2,thug,Appeal to Emotion,"Name-Calling, Labeling",BIDEN,22 10 2020,45_2020,T556,46621 46711,in this case we can't enhance the penalty any more than putting those three thugs to death
2020,29Sep,2,xenophobic,Appeal to Emotion,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,T9,9016 9032,he is xenophobic
2020,29Sep,2,racist,Appeal to Emotion,"Name-Calling, Labeling",TRUMP,29 9 2020,46_2020,T17,13271 13304,"I think he called me racist, even"
2004,08Oct,11,"Ladies and gentlemen, that's just not true what he said. The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan.  And you know why he gets that count? The president got $84 from a timber company that owns, and he's counted as a small business. Dick Cheney's counted as a small business. That's how they do things.",Ad Hominem,Tu quoque,KERRY,8 10 2004,31_2004,T170,65941 65974,that's just not true what he said
2016,26Sep,3,strongly.I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth.,Ad Hominem,Tu quoque,TRUMP,26 9 2016,41_2016,T560,51867 51984,I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth
1960,07Oct,7,"Now in the last Congress - the special session of the Congress - there was a bill: one by the President, one by Senator Kennedy and members of his party. Now the bill that the President had submitted would have provided more aid for those areas that really need it - areas like Scranton and Wilkes-Barre and the areas of West Virginia - than the ones that Senator Kennedy was supporting. On the other hand we found that the bill got into the legislative difficulties and consequently no action was taken.",Ad Hominem,Tu quoque,NIXON,7 10 1960,2_1960,T412,31096 31193,we found that the bill got into the legislative difficulties and consequently no action was taken
2016,09Oct,1,"Mine are words, and his was action. His was what he’s done to women. There’s never been anybody in the history of politics in this nation that’s been so abusive to women.",Ad Hominem,Tu quoque,TRUMP,9 10 2016,42_2016,T123,12846 12880,"Mine are words, and his was action"
2016,09Oct,1,"Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal—he’s another real winner that you have—and he’s the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that. So you really owe him an apology.",Ad Hominem,Tu quoque,TRUMP,9 10 2016,42_2016,T28,15898 15927,you really owe him an apology
2004,30Sep,5,"Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons. The United States is pursuing a new set of nuclear weapons. It doesn't make sense.  You talk about mixed messages. We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using.",Ad Hominem,Tu quoque,KERRY,30 9 2004,29_2004,T800,70218 70328,Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons
2004,30Sep,2,"And meanwhile, North Korea has got nuclear weapons. Talk about mixed messages. The president is the one that said, ""We can't allow countries to get nuclear weapons."" They have.",Ad Hominem,Tu quoque,KERRY,30 9 2004,29_2004,T422,34424 34470,"meanwhile, North Korea has got nuclear weapons"
